"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"P1607S1";"P1607S2";"P1607S3";"P1607S6";"P1607S4";"P1607S5";"P1283S1";"P1283S2";"P1283S3";"P1283S4";"P1283S5";"P1283S6";"P597";"P1197S1";"P1197S2";"P1197S3";"P1197S4";"P1197S5";"P1197S7";"P1197S6";"P1197S8";"P1196S1";"P1196S2";"P1196S3";"P1196S4";"P1196S5";"P1196S6";"P1196S8";"P1196S7";"P1196S9";"P598";"P599S3";"P599S4";"P599S5";"P1194S1";"P1194S2";"P1194S5";"P1194S3";"P1194S4";"P1194S6";"P1194S7";"P1193";"P1192";"P1955";"P529";"P1191";"P1187";"P600";"P1107";"P1608";"P1609";"P1106"
530290;237;5;1;5;292.020402516685;;;;;;2;1;;;;;;8;;1;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
530293;237;1;1;1;278.994221056022;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
530293;237;2;1;2;278.994221056022;;;;;;2;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
530335;237;1;1;1;325.33954403249;;1;;;;;;;;1;;;3;;1;;;;;;;;;1;;;;;;;1;2;2;2;1;;;;;;;2;3;"2";1;1;2;;;;;2
530393;237;1;1;1;668.420292634187;1;;;;;;;;;1;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;2;"2";2;;2;;;;;2
530451;237;2;1;2;278.994221056022;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;1;"1";2;;2;;;;;6
530480;237;1;1;1;295.355512014541;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;4
530575;237;5;1;5;46.3881591838919;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;6;1;"2";2;;2;;;;;6
530607;237;2;1;2;36.0114746307749;;1;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;6;2;"1";2;;2;;;;;3
530797;237;1;1;1;81.8075571011254;1;;;;;;1;;;;;;8;;;;;;;;2;1;;;;;;;;;9;2;2;2;1;;;;;;;4;4;"1";1;7;1;2;4;1;;
530850;237;1;1;1;2055.09107588286;;;1;;;;;;;1;;;2;;;;;1;;;;;;;;1;;;;;1;2;2;2;1;;;;;;;4;4;"2";2;;1;1;3;1;;
530978;237;1;1;1;82.228302420726;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;1;4;"1";2;;2;;;;;3
531026;237;1;1;1;55.3015429545757;;;;1;;;1;;;;;;1;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
531027;237;1;1;1;78.6085747288865;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;2;"1";2;;2;;;;;7
531032;237;3;1;3;67.8930433701112;;1;;;;;1;;;;;;3;;;1;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"2";1;8;2;;;;;3
531216;237;1;1;1;69.9210647550818;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;4;1;"2";2;;2;;;;;1
531234;237;1;1;1;280.00343841087;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;7
531327;237;1;1;1;354.521855602262;;;;1;;;1;;;;;;8;;;1;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;8;4;"2";2;;1;2;3;1;;
531327;237;2;1;2;354.521855602262;;;;1;;;1;;;;;;6;;;1;;;;;;;;;;;;;2;;;2;2;1;1;;;;;;;5;4;"1";2;;1;1;4;1;;
531329;237;2;1;2;250.981397369468;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;;;;;;;9;;2;"1";2;;1;3;1;1;;
531334;237;2;1;2;204.969144543397;;;;;;2;1;;;;;;6;;;1;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;1
531352;237;1;1;1;234.261616325342;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;6
531370;237;1;1;1;296.146313819584;;;;;1;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;2;2;1;2;;;;;;1;;;4;"2";2;;2;;;;;3
531373;237;1;1;1;270.675976898325;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;8
531375;237;1;1;1;242.572642955794;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
531375;237;2;1;2;242.572642955794;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;7;4;"1";2;;1;3;4;1;;
531394;237;1;1;1;360.72291209315;;;;;1;;1;;;;;;3;;1;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;4;1;"2";1;2;1;1;3;2;2;
531406;237;3;1;3;637.259332489632;1;;;;;;1;;;;;;4;1;;;1;;;;;1;1;;;;;;;;8;1;1;2;;;;1;;;;;2;"2";2;;1;1;3;2;2;
531414;237;1;1;1;424.977114850505;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;1;4;"1";1;7;2;;;;;3
531523;237;1;1;1;39.9054199831705;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;1;1;3;2;1;
531559;237;1;1;1;48.0521177676887;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;3;3;"1";2;;2;;;;;6
531566;237;1;1;1;38.4600496463216;1;;;;;;1;;;;;;7;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;2;"1";2;;1;2;3;1;;
531595;237;2;1;2;637.285467607061;;;;1;;;1;;;1;;;4;1;;;;;;;;1;1;;;;;;;;1;2;1;2;1;;;;;;;6;4;"2";2;;2;;;;;2
531608;237;1;1;1;62.3446127859929;;;;1;;;1;;;;;;3;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;1
531610;237;1;1;1;62.3446127859929;1;;;;;;;;;1;;;2;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;1
531690;237;1;1;1;66.0303197364972;;;;1;;;1;;;;;;2;;;;;;;;2;;1;;;;;;;;9;2;2;2;1;;;;;;;6;4;"1";2;;1;1;3;2;2;
531694;237;1;1;1;124.250542982739;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;2;1;"1";2;;2;;;;;6
531699;237;2;1;2;66.4027722725835;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;2;;;;;6
531709;237;1;1;1;67.14910522147;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
531724;237;1;1;1;59.9590294371802;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
531760;237;1;1;1;83.5734034311302;;1;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;7;2;"1";2;;1;1;4;1;;
531778;237;1;1;1;75.002054563094;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;5;6;"1";2;;1;1;3;2;1;
531789;237;2;1;2;76.0932413027935;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;2;"1";2;;2;;;;;6
531814;237;1;1;1;72.1181715048041;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
531864;237;1;1;1;116.883267571374;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;4;1;"1";2;;2;;;;;8
531919;237;1;1;1;126.228352502777;;;;1;;;1;;;;;;8;1;;;;;;;;;1;;;;;;;;9;2;2;2;1;;;;;;;9;6;"2";2;;1;1;4;1;;
532168;237;1;1;1;46.0811353447825;;;;1;;;1;;;;;;2;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;2;"2";2;;2;;;;;3
532225;237;2;1;2;42.6683831157775;1;;;;;;1;;;1;;;4;;;;;;;;2;1;;;;;;;;;1;2;2;2;1;;;;;;;6;5;"2";2;;2;;;;;2
532371;237;1;1;1;96.0059618035603;;1;;;;;1;;;;;;5;;1;;;;;;;;1;1;;;;;;;1;1;2;2;1;;;;;;;4;2;"2";2;;1;2;3;1;;
532698;237;2;1;2;887.042117212494;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;5;1;"1";1;3;2;;;;;3
532706;237;1;1;1;704.716029917235;;1;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;1
532720;237;1;1;1;849.665152829196;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;6
532807;237;2;1;2;1609.54771017652;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;8
532810;237;1;1;1;2001.59221292089;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"1";2;;2;;;;;6
532812;237;1;1;1;1609.54771017652;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;;3;;2;2;2;1;;;;;;;5;3;"1";2;;2;;;;;3
532814;237;2;1;2;1240.72587668405;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;3
532854;237;1;1;1;72.5503697832914;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;;;;;;;9;;5;"1";2;;2;;;;;6
532864;237;3;1;3;70.6386269121356;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;1;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
532904;237;2;1;2;67.2846715561931;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;4
533028;237;2;1;2;104.306134365016;;;;1;;;1;;;;;;6;1;;;;;;;;;1;;;;;;;;9;1;2;2;1;;;;;;;8;4;"1";2;;2;;;;;6
533073;237;1;1;1;132.083759940681;1;;;;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;1;1;2;;1;;;;;;5;2;"2";2;;2;;;;;6
533135;237;1;1;1;66.8082277909075;;;;1;;;1;;;;;;2;;;;;;;1;;;;;;;;;2;;;1;2;2;1;;;;;;;7;2;"1";2;;2;;;;;3
533149;237;3;1;3;283.953823396015;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;6
533224;237;1;1;1;334.827276073406;1;;;;;;;;;1;;;4;;;;1;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;3;"2";2;;2;;;;;2
533238;237;2;1;2;289.265065974956;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;7;4;"1";2;;2;;;;;1
533249;237;1;1;1;480.006600369122;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;1
533346;237;1;1;1;450.402146606827;;;;;;2;;;;1;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;1;4;"2";1;2;2;;;;;3
533370;237;1;1;1;36.7851875397949;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;3;3;"1";2;;2;;;;;1
533482;237;3;1;3;60.5176936451824;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;6;"1";2;;2;;;;;1
533540;237;2;1;2;58.4640374827117;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;8;1;"2";2;;2;;;;;6
533553;237;1;1;1;61.1489712133037;;1;;;;;1;;;;;;6;;1;;;;;;;;;;;;;;;3;;2;2;1;1;;;;;;;10;5;"1";2;;2;;;;;6
533583;237;1;1;1;380.721692315903;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;1;"1";2;;2;;;;;6
533584;237;1;1;1;309.752048872376;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;5
533614;237;2;1;2;70.2413684390347;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;10
533618;237;2;1;2;68.0068760418858;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;3
533629;237;1;1;1;68.0068760418858;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;1;2;2;;1;;;;;;4;1;"1";2;;2;;;;;6
533666;237;2;1;2;58.4606477154306;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;10;4;"2";2;;2;;;;;6
533736;237;4;1;4;76.0352402877019;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
533787;237;1;1;1;52.3212666992465;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;4;1;"1";2;;2;;;;;6
533790;237;1;1;1;52.3212666992465;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;4;1;"1";2;;2;;;;;6
533793;237;3;1;3;63.2635493218786;1;;;;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;3;1;"1";2;;2;;;;;6
533796;237;1;1;1;47.563983005525;1;;;;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;;1;;;;;;5;1;"1";2;;2;;;;;8
533812;237;1;1;1;61.5228395238916;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;8;2;1;2;1;;;;;;;10;6;"1";2;;1;1;1;1;;
533837;237;1;1;1;61.5228395238916;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;1;2;1;;;;;;;4;4;"2";2;;2;;;;;6
533849;237;2;1;2;47.6128134596233;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
533866;237;1;1;1;321.799028248461;1;;;;;;;;;1;;;3;;;;1;;;;;;;1;;;;;;;1;2;2;2;1;;;;;;;10;6;"2";2;;2;;;;;1
533935;237;3;1;3;5078.40066763585;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
534054;237;1;1;1;1617.17312275636;;;;1;;;1;;;;;;3;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"2";2;;2;;;;;6
534093;237;2;1;2;605.621133544721;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"2";2;;2;;;;;6
534188;237;2;1;2;38.1013307561196;;;;1;;;1;;;;;;8;1;;;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
534189;237;2;1;2;28.7916638100472;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;6
534204;237;2;1;2;36.9813796133423;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;6;4;"2";2;;1;3;3;1;;
534480;237;1;1;1;947.475446132122;;;;;1;;1;;;;;;2;;;;;;1;;;1;;;;;;;;;9;2;1;2;;1;;;;;;9;4;"2";2;;1;4;1;;;
534532;237;1;1;1;862.8339933919;1;;;;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;9;3;"1";2;;2;;;;;10
534542;237;2;1;2;2079.02716545654;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;6;4;"1";2;;2;;;;;6
534558;237;2;1;2;65.3309319471879;;;;;;2;1;;;;;;1;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;1
534598;237;2;1;2;67.8930433701112;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;;1;;;;;;9;3;"1";2;;2;;;;;4
534651;237;2;1;2;80.2528868462529;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;1
534670;237;4;1;4;64.0425617296021;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;10;1;"1";2;;1;1;4;2;3;
534805;237;2;1;2;67.0822005785363;;;;1;;;1;;;;;;6;1;;;;;;;;;;;;;;;;3;;1;2;2;1;;;;;;;4;2;"1";2;;2;;;;;10
534819;237;1;1;1;101.377290643312;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"2";2;;1;3;4;1;;
534835;237;1;1;1;1103.80016014554;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;1;2;2;1;;;;;;;5;2;"1";2;;2;;;;;6
534883;237;2;1;2;224.302079223807;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;10;4;"1";2;;2;;;;;6
534892;237;2;1;2;294.931920580923;;;;1;;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;3;4;"1";2;;2;;;;;8
534909;237;1;1;1;229.079119917826;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;4;4;"1";2;;2;;;;;3
534928;237;2;1;2;243.571359654178;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
534983;237;2;1;2;1197.24912219176;;;;1;;;1;;;;;;6;;;;;;;1;;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"2";2;;2;;;;;6
535028;237;3;1;3;36.944717863508;1;;;;;;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;8;2;"2";2;;2;;;;;3
535036;237;2;1;2;43.6589742825004;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;2;2;2;1;;;;;;;5;4;"2";2;;1;2;3;1;;
535040;237;2;1;2;45.9731632546239;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;2;2;2;2;1;;;;;;;6;2;"1";2;;2;;;;;3
535075;237;1;1;1;34.3777684403378;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;6;3;"1";2;;2;;;;;3
535095;237;2;1;2;39.2778408165973;;;;;1;;1;;;;;;8;;;;;;;1;;;;;;;;;2;;;2;2;2;1;;;;;;;5;2;"2";2;;2;;;;;3
535142;237;2;1;2;39.2778408165973;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;1;1;;;;;;;4;4;"1";2;;2;;;;;6
535177;237;1;1;1;69.6718856983827;;;;;;2;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;9;6;"1";2;;2;;;;;6
535247;237;1;1;1;68.2937288176073;;;;1;;;1;;;;;;7;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
535270;237;5;2;1;71.8506837226178;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;2;"1";2;;2;;;;;6
535377;237;2;1;2;327.788836257445;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
535377;237;4;1;4;327.788836257445;;;;;;2;1;;;;;;1;;;;;;;;2;;;;;;;;;3;;1;2;2;;;;;;;9;;4;"1";2;;2;;;;;1
535386;237;1;1;1;321.799028248461;1;;;;;;;;;1;;;7;;;1;;;;;;;;;;;;1;;;8;2;2;2;1;;;;;;;3;4;"2";1;2;2;;;;;3
535471;237;5;1;5;94.8967985902824;;;;1;;;1;;;;;;3;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;6;2;"2";2;;2;;;;;3
535486;237;1;1;1;34.4243452423534;;1;;;;;1;;;;;;8;;;1;;;;;;;;;;;;;;3;;2;2;2;1;;;;;;;6;2;"1";2;;1;1;4;1;;
535534;237;1;1;1;46.5648069634484;;1;;;;;1;;;;;;8;1;;;;;;;;;1;;;;;;;;9;2;2;2;1;;;;;;;5;2;"2";2;;1;2;3;1;;
536054;237;1;1;1;1027.54553794143;1;;;;;;1;;;;;;3;;;1;;;;;;;;;;;;1;;;1;2;1;2;1;;;;;;;5;1;"2";2;;1;4;2;;;
536103;237;2;1;2;1074.34513242502;;1;;;;;;;;1;;;2;;;;;1;;;;;;;;;;;;3;;2;2;2;1;;;;;;;5;3;"2";1;1;2;;;;;3
536119;237;1;1;1;1027.54553794143;;;;;;2;1;;;;;;6;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;10
536138;237;1;1;1;1944.99238421828;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;3
536316;237;1;1;1;79.4518996757474;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;1;2;2;2;;1;;;;;;9;4;"1";2;;1;3;3;1;;
536451;237;4;1;4;332.619578150619;;;;1;;;1;;;;;;6;;;;;;;;2;1;;;;;;;;;1;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
536476;237;1;1;1;218.101022732918;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;1;;;;;;2;4;"1";1;7;2;;;;;8
536476;237;2;1;2;218.101022732918;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;8
536486;237;1;1;1;372.652119078946;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;1;;;;;;;8;4;"1";2;;2;;;;;6
536488;237;4;1;4;176.50416575242;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
536527;237;1;1;1;200.578492326962;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;3
536536;237;3;1;3;290.154879886903;;;;;;2;1;;;;;;8;1;;;;;;;;;;;;;;;2;;;2;2;2;1;;;;;;;4;4;"1";2;;2;;;;;6
536556;237;1;1;1;682.056665128587;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;7
536563;237;1;1;1;309.032629657897;;;;1;;;1;;;;;;8;1;;;;;;;;1;;;;;;;;;9;1;2;2;1;;;;;;;9;2;"2";2;;2;;;;;3
536606;237;1;1;1;535.815914475458;;;;;;2;1;;;;;;2;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;9;2;"2";2;;2;;;;;6
536763;237;3;1;3;1448.88932818709;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;8;2;2;2;1;;;;;;;9;4;"1";2;;2;;;;;1
536818;237;1;1;1;65.9221154332933;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;10;4;"2";2;;2;;;;;6
536876;237;1;1;1;74.3926178621974;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;5;4;"2";2;;2;;;;;6
536890;237;1;1;1;61.3650023750755;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;;3;;2;2;2;1;;;;;;;7;2;"1";2;;2;;;;;3
536935;237;1;1;1;47.0022509954383;;;;1;;;1;;;;;;6;1;;;;;;;;1;;;;;;;;;1;1;2;2;1;;;;;;;4;6;"2";2;;2;;;;;6
537106;237;1;1;1;62.0899197430968;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;6;1;"1";2;;2;;;;;1
537135;237;1;1;1;74.1657537923191;;;;1;;;1;;;;;;6;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;1;"1";2;;2;;;;;3
537152;237;1;1;1;56.6990999869274;;;;;;2;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;5;4;"1";2;;2;;;;;3
537177;237;1;1;1;73.5749682782042;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;8
537186;237;2;1;2;67.4650616363026;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;2;;;2;2;2;;1;;;;;;4;4;"1";2;;1;1;1;1;;
537229;237;3;1;3;43.0313951159272;1;;;;;;;1;;;;;8;;;;;;1;;;;1;;;;;;;;9;2;1;2;1;;;;;;;3;1;"2";2;;2;;;;;7
537260;237;2;1;2;78.5556816331945;1;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;1;;;2;1;2;2;1;;;;;;;10;2;"2";2;;1;1;3;2;3;
537314;237;2;1;2;281.593544023557;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;;3;;2;2;2;;;;;;;9;;4;"1";2;;2;;;;;6
537335;237;1;1;1;1679.43310832119;;;;1;;;1;;;;;;8;;;;;;;;2;;;;;;;;;3;;1;2;2;;;;;;;9;;4;"2";2;;2;;;;;6
537512;237;1;1;1;528.995263170807;;;;;;2;1;;;;;;8;;;;;;;1;;;;;;;;;;3;;2;2;2;;;;;;;9;;3;"1";2;;2;;;;;1
537519;237;1;1;1;244.211476893791;;1;;;;;1;;;;;;8;;1;;;;;;;;1;;;;;;;;9;2;2;2;1;;;;;;;5;1;"1";2;;1;1;3;1;;
537525;237;1;1;1;511.917774689262;;;;;;2;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;5;4;"1";2;;2;;;;;4
537544;237;1;1;1;432.646370099506;;;;1;;;1;;;;;;3;;;;;;;;2;;;;;;;;2;;;2;2;2;1;;;;;;;9;5;"1";2;;2;;;;;6
