DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P3154;P1672;P1673S1;P1673S2;P1673S3;P1673S4;P1673S5;P1673S6;P1673S7;P1673S8;P1673S9;P1673S10;P1673S11;P1673S12;P1673S13;P1673S14;P1673S15;P1673S16;P1673S17;P1673S18;P1673S19;P1673S20;P1673S21;P1673S22;P1673S23;P1673S24;P1673S25;P1673S26;P1673S27;P1673S28;P1673S29;P1673S30;P1673S31;P1673S32;P1673S33;P1673S34;P1673S35;P1674;P1675;P1676;P1676S2;P1676S3;P1677;P1678;P1679;P1680;P1681;P1682;P1683;P1684;P1685;P1686;P1687;P1688;P1689;P1690
531492;237;2;4;2;37,9937170284427;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531494;237;1;1;1;43,0374001255697;1;1003;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2;1; ; 
531497;237;1;1;1;48,120408904414;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531500;237;1;2;1;44,1711272829044;1;1003;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531502;237;1;2;1;42,4228782217363;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4; ; ; ;6; ; ; ; ; ; ;2; ;1; ;5;1
531503;237;1;1;1;37,5722970300813;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531503;237;1;2;1;37,5722970300813;1;0302;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;10; ; ; ; ; ; ; ;1;1;1;1; ;5;1
531503;237;2;2;2;37,5722970300813;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531503;237;1;4;1;37,5722970300813;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531503;237;2;4;2;37,5722970300813;1;1403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531504;237;1;3;1;43,0313951159272;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531507;237;1;1;1;43,6866691460334;1;0201;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2;1; ; 
531507;237;2;1;2;43,6866691460334;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;2;1; ; 
531508;237;1;1;1;30,9003071935205;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531508;237;1;2;1;30,9003071935205;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
531508;237;1;3;1;30,9003071935205;1;0606;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;2;2; ;2;1;5;2
531508;237;2;3;2;30,9003071935205;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531508;237;1;4;1;30,9003071935205;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531510;237;1;4;1;44,2589868769574;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531510;237;1;7;1;44,2589868769574;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
531510;237;1;1;1;44,2589868769574;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;1; ;5;1
531510;237;1;2;1;44,2589868769574;1;1004;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;1
531510;237;2;2;2;44,2589868769574;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;1
531510;237;1;3;1;44,2589868769574;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531514;237;1;1;1;38,650261650024;1;0201;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;3; ; ;1; ; ; ; ; ; ; ;2; ;2;1;5;1
531514;237;2;1;2;38,650261650024;1;1003;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;3; ; ;1; ; ; ; ; ; ; ;2; ;2;1;5;1
531515;237;1;2;1;28,2316962898246;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531515;237;2;2;2;28,2316962898246;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;1
531515;237;1;3;1;28,2316962898246;1;1006;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531517;237;1;1;1;38,650261650024;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;3; ; ;1; ; ; ; ; ; ; ;2; ;2;1;5;1
531521;237;1;1;1;43,0313951159272;1;0201;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;2; ;1; ;5;1
531521;237;2;1;2;43,0313951159272;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;2;1;5;1
531521;237;1;3;1;43,0313951159272;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531521;237;2;3;2;43,0313951159272;1;1401;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;1; ;5;1
531523;237;1;1;1;39,9054199831705;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531524;237;1;1;1;39,9843222562893;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;3; ; ;1; ; ; ; ; ; ; ;2; ;2;1;5;1
531524;237;1;2;1;39,9843222562893;1;0501;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2;1; ; 
531532;237;1;1;1;98,3716898500468;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531532;237;1;6;1;98,3716898500468;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531533;237;1;2;1;43,1750058367947;1;0606;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;2;1;5; ; ; ; ; ; ; ;1;1;1;1; ;5;1
531534;237;1;2;1;39,5208795401801;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
531535;237;1;2;1;44,1549527474913;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;8;1;1;9; ; ; ; ; ; ; ;1;1;1;1; ;5;1
531536;237;1;1;1;40,1438525800024;1;0607;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;8;2;1;9; ; ; ; ; ; ; ;1;1;1;1; ;5;1
531537;237;1;3;1;82,0903043002956;1;1011;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;8;3; ; ;6; ; ; ; ; ; ; ;2; ;1; ;1; 
531538;237;1;2;1;90,9399021627483;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531539;237;1;2;1;44,3654557221925;1;1007;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531539;237;2;2;2;44,3654557221925;1;1403;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;8;3; ; ;6; ; ; ; ; ; ; ;1;8;1; ;5;1
531539;237;1;3;1;44,3654557221925;1;1403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
531540;237;1;1;1;42,23776203595;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531541;237;1;3;1;43,7438815652617;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531543;237;1;1;1;37,7489620798786;1;0302;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;4; ; ; ; ; ; ; ;1;2; ;1; ;5;1
531544;237;1;1;1;38,3765412464519;1;1006;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;7; ; ; ; ; ; ; ;1;1;1;1; ;5;1
531546;237;1;1;1;44,3523984594526;1;0201;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531546;237;2;1;2;44,3523984594526;1;0504;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;2; ;1; ; ; 
531547;237;1;1;1;39,9843222562893;1;1006;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;1;8; ; ; ; ; ; ; ;1;1;4;1; ;5;1
531547;237;1;2;1;39,9843222562893;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531549;237;1;2;1;43,1102973890459;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
531550;237;1;1;1;40,5988441601227;1;1006;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;1
531550;237;2;1;2;40,5988441601227;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
531551;237;1;3;1;43,0313951159272;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;3; ; ;6; ; ; ; ; ; ; ;2; ;2;1;5;1
531552;237;1;2;1;45,4699510813742;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531554;237;1;1;1;41,8493963665184;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;2; ;1; ;5;1
531555;237;1;2;1;45,681852938967;1;1009;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;2; ;2;1; ; 
531558;237;1;1;1;41,8493963665184;1;1403;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;1;2; ; ; ; ; ; ; ;1;1;1;1; ;5;2
531559;237;1;1;1;48,0521177676887;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
531559;237;2;1;2;48,0521177676887;1;1403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531561;237;1;1;1;39,5162734134292;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531561;237;1;2;1;39,5162734134292;1;1004;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;1;7; ; ; ; ; ; ; ;1;1;3;1; ;5;1
531562;237;1;1;1;38,650261650024;1;0102;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;5; ; ; ; ; ; ; ;1;1;1;1; ;5;2
531563;237;1;1;1;42,1300955457818;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1;5;1; ;5;1
531563;237;1;2;1;42,1300955457818;1;1001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;1; ;5;1
531563;237;1;3;1;42,1300955457818;1;1001;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;2; ;1; ;5;1
531564;237;1;2;1;39,5162734134292;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;3; ; ;2; ; ; ; ; ; ; ;2; ;1; ;5;1
531566;237;1;1;1;38,4600496463216;1;1006;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1;1;6;1; ;5;1
531566;237;2;1;2;38,4600496463216;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
531566;237;1;2;1;38,4600496463216;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531572;237;1;1;1;39,5162734134292;1;0606;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;2; ;1; ; ; 
531575;237;1;1;1;87,329958584286;1;0301;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
531575;237;2;1;2;87,329958584286;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531575;237;1;2;1;87,329958584286;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531576;237;1;1;1;41,226423326696;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;1; ; ; 
531576;237;1;2;1;41,226423326696;1;0302;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1; ; ; 
531576;237;2;2;2;41,226423326696;1;0505;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;2; ;1; ; ; 
531577;237;1;1;1;37,7489620798786;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1;3;2;2; ; 
531578;237;1;1;1;41,088817615471;1;1006;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531578;237;2;1;2;41,088817615471;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
531580;237;1;3;1;81,4177665984628;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;3; ; ;6; ; ; ; ; ; ; ;2; ;2;1;5;2
531583;237;1;3;1;80,4378196877662;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;8;4; ; ; ;4; ; ; ; ; ; ;2; ;1; ;5;2
531587;237;1;1;1;41,088817615471;1;0103;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
531587;237;2;1;2;41,088817615471;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
531591;237;1;1;1;41,1240544232665;1;1402;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1; ; ; 
531591;237;1;2;1;41,1240544232665;1;1401;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;10;1;1;9; ; ; ; ; ; ; ;1;1;1;1; ;5;1
531591;237;1;3;1;41,1240544232665;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;1; ; ; 
531593;237;1;1;1;76,4870833239556;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; 
531593;237;1;3;1;76,4870833239556;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ;2;1; ; 
531595;237;1;2;1;637,285467607061;1;1403;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; 
531595;237;2;2;2;637,285467607061;1;1505;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ;2;5; ; 
531600;237;1;1;1;68,0130805903562;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1;1;2;5; ; 
531600;237;1;2;1;68,0130805903562;1;1401;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2;1; ; 
531602;237;1;1;1;61,1726436024053;1;0606;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ;2; ;2;1;5;6
531602;237;1;2;1;61,1726436024053;1;1402;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ;2;1; ; 
