"DIRECTORIO";"NRO_ENCUESTA";"SECUENCIA_ENCUESTA";"SECUENCIA_P";"ORDEN";"FEX_C";"DEPMUNI";"CIUDADES28";"CLASE";"P1987";"P1988";"P1988S1";"P1989";"P1990"
503309;235;1;1;1;452.339324795689;"00000";"1";"Cabecera";2;1;3;2;1
503310;235;1;1;1;448.659396137561;"00000";"1";"Cabecera";1;1;3;1;1
503311;235;1;1;1;448.872460931464;"00000";"1";"Cabecera";1;1;4;1;1
503312;235;1;1;1;516.054282081116;"00000";"1";"Cabecera";1;1;4;1;1
503313;235;1;1;1;414.756799410358;"00000";"1";"Cabecera";2;1;3;2;1
503314;235;1;1;1;437.573917443568;"00000";"1";"Cabecera";1;1;3;1;1
503315;235;1;1;1;452.339324795689;"00000";"1";"Cabecera";1;1;3;1;1
503316;235;1;1;1;410.626589472626;"00000";"1";"Cabecera";1;1;3;3;1
503317;235;1;1;1;452.339324795689;"00000";"1";"Cabecera";1;1;4;2;1
503318;235;1;1;1;380.018022744937;"00000";"1";"Cabecera";1;1;3;1;1
503319;235;1;1;1;448.595390728141;"00000";"1";"Cabecera";1;1;2;1;1
503320;235;1;1;1;380.210972074244;"00000";"1";"Cabecera";1;1;2;1;1
503321;235;1;1;1;544.124315854549;"00000";"1";"Cabecera";1;1;2;2;1
503322;235;1;1;1;572.129575971132;"00000";"1";"Cabecera";1;1;2;2;1
503323;235;1;1;1;407.031714789561;"00000";"1";"Cabecera";1;1;2;1;1
503324;235;1;1;1;501.203820753932;"00000";"1";"Cabecera";1;1;2;1;1
503325;235;1;1;1;437.349941474884;"00000";"1";"Cabecera";1;1;3;2;1
503326;235;1;1;1;273.224935947157;"00000";"1";"Cabecera";2;1;1;1;1
503327;235;1;1;1;462.392316355759;"00000";"1";"Cabecera";1;1;3;1;1
503328;235;1;1;1;374.689214413632;"00000";"1";"Cabecera";1;1;2;1;1
503329;235;1;1;1;247.033913241348;"00000";"1";"Cabecera";1;1;2;1;1
503330;235;1;1;1;271.364564516776;"00000";"1";"Cabecera";1;1;2;2;1
503332;235;1;1;1;443.466837287709;"00000";"1";"Cabecera";1;1;1;2;1
503333;235;1;1;1;227.179896194553;"00000";"1";"Cabecera";1;1;1;2;1
503334;235;1;1;1;229.476424252793;"00000";"1";"Cabecera";1;1;1;3;1
503335;235;1;1;1;449.658539263531;"00000";"1";"Cabecera";1;1;1;2;1
503336;235;1;1;1;368.170001693977;"00000";"1";"Cabecera";1;1;1;2;1
503337;235;1;1;1;286.756270287422;"00000";"1";"Cabecera";1;1;1;1;1
503338;235;1;1;1;434.692012796467;"00000";"1";"Cabecera";1;1;1;2;1
503339;235;1;1;1;318.811484225221;"00000";"1";"Cabecera";2;1;1;1;1
503340;235;1;1;1;184.248756218905;"00000";"1";"Cabecera";1;1;1;1;1
503341;235;1;1;1;736.995024875619;"00000";"1";"Cabecera";1;1;1;2;1
503342;235;1;1;1;418.413434927241;"00000";"1";"Cabecera";1;1;1;2;1
503343;235;1;1;1;361.255548633116;"00000";"1";"Cabecera";1;1;1;1;1
503344;235;1;1;1;374.361703669799;"00000";"1";"Cabecera";1;1;1;2;1
503345;235;1;1;1;1047.92302455029;"11001";"1";"Cabecera";2;1;2;1;1
503346;235;1;1;1;891.762722425848;"11001";"1";"Cabecera";1;1;2;1;1
503347;235;1;1;1;1067.13154931825;"11001";"1";"Cabecera";2;1;2;2;1
503348;235;1;1;1;966.516651192443;"11001";"1";"Cabecera";2;1;3;1;1
503349;235;1;1;1;1111.46346951911;"11001";"1";"Cabecera";2;1;3;2;1
503350;235;1;1;1;1085.06255805645;"11001";"1";"Cabecera";2;1;3;2;1
503352;235;1;1;1;948.071003961483;"11001";"1";"Cabecera";1;1;4;1;1
503353;235;1;1;1;996.733315652257;"11001";"1";"Cabecera";2;1;3;2;1
503354;235;1;1;1;1081.2468050593;"11001";"1";"Cabecera";2;1;3;2;1
503355;235;1;1;1;838.947727197768;"11001";"1";"Cabecera";1;1;2;1;1
503356;235;1;1;1;975.371359616684;"11001";"1";"Cabecera";1;1;2;1;1
503358;235;1;1;1;1873.51604100139;"11001";"1";"Cabecera";2;1;2;2;1
503359;235;1;1;1;1889.11827465502;"11001";"1";"Cabecera";2;1;2;1;1
503360;235;1;1;1;1980.33714711627;"11001";"1";"Cabecera";2;1;2;2;1
503362;235;1;1;1;1980.33714711627;"11001";"1";"Cabecera";2;1;2;2;1
503363;235;1;1;1;2324.05106763312;"11001";"1";"Cabecera";2;1;2;2;1
503364;235;1;1;1;966.516651192443;"11001";"1";"Cabecera";1;1;3;1;1
503365;235;1;1;1;1699.33030565839;"11001";"1";"Cabecera";1;1;2;1;1
503366;235;1;1;1;1027.54553794143;"11001";"1";"Cabecera";3;1;4;4;1
503367;235;1;1;1;968.733722295278;"11001";"1";"Cabecera";2;1;2;2;1
503368;235;1;1;1;979.451147926706;"11001";"1";"Cabecera";2;1;2;2;1
503370;235;1;1;1;929.139686809145;"11001";"1";"Cabecera";1;1;2;4;1
503371;235;1;1;1;983.213617740569;"11001";"1";"Cabecera";2;1;2;2;1
503372;235;1;1;1;929.139686809145;"11001";"1";"Cabecera";2;1;3;2;1
503373;235;1;1;1;966.516651192443;"11001";"1";"Cabecera";2;1;3;2;1
503374;235;1;1;1;1043.869840676;"11001";"1";"Cabecera";3;1;2;1;1
503375;235;1;1;1;869.164391657582;"11001";"1";"Cabecera";2;1;3;1;1
503376;235;1;1;1;917.85433950167;"11001";"1";"Cabecera";2;1;2;2;1
503377;235;1;1;1;991.05484544792;"11001";"1";"Cabecera";2;1;3;2;1
503378;235;1;1;1;976.258661923003;"11001";"1";"Cabecera";2;1;3;1;1
503379;235;1;1;1;1538.8082842543;"00000";"1";"Cabecera";2;1;2;2;1
503381;235;1;1;1;1261.62931628263;"00000";"1";"Cabecera";1;1;2;2;1
503382;235;1;1;1;1055.08309075566;"00000";"1";"Cabecera";2;1;2;2;1
503383;235;1;1;1;1115.27922251626;"11001";"1";"Cabecera";2;1;2;3;1
503384;235;1;1;1;823.463647845391;"11001";"1";"Cabecera";1;1;2;1;1
503385;235;1;1;1;1077.74082904751;"00000";"1";"Cabecera";1;1;2;2;1
503386;235;1;1;1;996.733315652257;"11001";"1";"Cabecera";2;1;3;1;1
503387;235;1;1;1;1057.76220240125;"11001";"1";"Cabecera";2;1;3;2;1
503388;235;1;1;1;994.87059844507;"11001";"1";"Cabecera";2;1;3;2;1
503390;235;1;1;1;765.530547448552;"00000";"1";"Cabecera";1;1;2;1;1
503391;235;1;1;1;1052.91606441854;"00000";"1";"Cabecera";1;1;2;2;1
503392;235;1;1;1;887.042117212494;"11001";"1";"Cabecera";2;1;3;1;1
503393;235;1;1;1;1255.93531324913;"00000";"1";"Cabecera";2;1;2;2;1
503396;235;1;1;1;774.580941210907;"00000";"1";"Cabecera";2;1;2;1;1
503397;235;1;1;1;971.893378795103;"00000";"1";"Cabecera";1;1;2;2;1
503398;235;1;1;1;990.168573558135;"11001";"1";"Cabecera";2;1;3;1;1
503399;235;1;1;1;959.951909098321;"11001";"1";"Cabecera";2;1;3;1;1
503400;235;1;1;1;968.733722295278;"11001";"1";"Cabecera";2;1;3;2;1
503401;235;1;1;1;983.213617740569;"11001";"1";"Cabecera";2;1;3;2;1
503402;235;1;1;1;972.496192109141;"11001";"1";"Cabecera";2;1;2;2;1
503403;235;1;1;1;1128.04639954288;"11001";"1";"Cabecera";1;1;2;2;1
503404;235;1;1;1;996.733315652257;"11001";"1";"Cabecera";2;1;3;2;1
503405;235;1;1;1;941.683969819965;"11001";"1";"Cabecera";1;1;2;1;1
503407;235;1;1;1;503.366182459112;"00000";"1";"Cabecera";1;1;2;1;1
503408;235;1;1;1;459.798588292569;"00000";"1";"Cabecera";1;1;2;2;1
503409;235;1;1;1;1136.68079162886;"00000";"1";"Cabecera";1;1;2;2;1
503410;235;1;1;1;1217.37556382644;"00000";"1";"Cabecera";1;1;2;2;1
503411;235;1;1;1;1153.8823424599;"00000";"1";"Cabecera";1;1;2;2;1
503413;235;1;1;1;483.09467661534;"00000";"1";"Cabecera";1;1;2;1;1
503414;235;1;1;1;995.2552405945;"00000";"1";"Cabecera";1;1;2;1;1
503415;235;1;1;1;842.504852905713;"11001";"1";"Cabecera";2;1;3;1;1
503416;235;1;1;1;459.798588292569;"00000";"1";"Cabecera";1;1;2;2;1
503417;235;1;1;1;1024.03367130746;"11001";"1";"Cabecera";2;1;3;1;1
503418;235;1;1;1;739.73463597645;"00000";"1";"Cabecera";1;1;2;1;1
503419;235;1;1;1;983.213617740569;"11001";"1";"Cabecera";2;1;3;2;1
503420;235;1;1;1;1047.29537994971;"11001";"1";"Cabecera";2;1;2;2;1
503421;235;1;1;1;983.213617740569;"11001";"1";"Cabecera";2;1;3;2;1
503422;235;1;1;1;869.164391657582;"11001";"1";"Cabecera";2;1;2;2;1
503423;235;1;1;1;931.35675791198;"11001";"1";"Cabecera";2;1;2;2;1
503424;235;1;1;1;898.32746451997;"11001";"1";"Cabecera";2;1;3;2;2
503425;235;1;1;1;940.315146208638;"11001";"1";"Cabecera";1;1;4;1;1
503426;235;1;1;1;1027.54553794143;"11001";"1";"Cabecera";3;1;2;2;1
503427;235;1;1;1;959.356351268959;"11001";"1";"Cabecera";2;1;3;2;1
503428;235;1;1;1;1253.15704850101;"11001";"1";"Cabecera";1;1;2;1;1
503429;235;1;1;1;1122.43952243974;"11001";"1";"Cabecera";2;1;3;1;1
503430;235;1;1;1;1092.22285797993;"11001";"1";"Cabecera";3;1;2;2;1
503432;235;1;1;1;1093.79108807012;"11001";"1";"Cabecera";2;1;2;2;1
503433;235;1;1;1;1027.54553794143;"11001";"1";"Cabecera";3;1;2;3;1
503434;235;1;1;1;1111.46346951911;"11001";"1";"Cabecera";1;1;2;2;1
503435;235;1;1;1;1111.46346951911;"11001";"1";"Cabecera";3;1;2;2;1
503436;235;1;1;1;1134.72517816136;"11001";"1";"Cabecera";2;1;3;2;1
503437;235;1;1;1;1011.15725172534;"00000";"1";"Cabecera";1;1;2;4;1
503438;235;1;1;1;459.798588292569;"00000";"1";"Cabecera";1;1;2;1;1
503439;235;1;1;1;1420.72272608289;"00000";"1";"Cabecera";1;1;2;2;1
503440;235;1;1;1;1030.59841340158;"11001";"1";"Cabecera";2;1;3;1;2
503441;235;1;1;1;1196.39993447513;"00000";"1";"Cabecera";1;1;2;1;1
503442;235;1;1;1;704.922528460133;"00000";"1";"Cabecera";1;1;2;1;1
503443;235;1;1;1;904.046183242643;"00000";"1";"Cabecera";1;1;2;1;1
503444;235;1;1;1;910.303825854742;"11001";"1";"Cabecera";1;1;3;4;1
503445;235;1;1;1;1043.869840676;"11001";"1";"Cabecera";2;1;3;1;1
503446;235;1;1;1;1054.25033576727;"11001";"1";"Cabecera";1;1;3;4;1
503448;235;1;1;1;966.516651192443;"11001";"1";"Cabecera";1;1;4;1;1
503449;235;1;1;1;990.168573558135;"11001";"1";"Cabecera";2;1;3;1;1
503450;235;1;1;1;972.496192109141;"11001";"1";"Cabecera";2;1;3;1;1
503452;235;1;1;1;887.042117212494;"11001";"1";"Cabecera";2;1;2;1;1
503453;235;1;1;1;941.683969819965;"11001";"1";"Cabecera";2;1;3;2;1
503454;235;1;1;1;1067.13154931825;"11001";"1";"Cabecera";1;1;3;1;1
503455;235;1;1;1;1043.869840676;"11001";"1";"Cabecera";2;1;2;1;1
503456;235;1;1;1;947.475446132122;"11001";"1";"Cabecera";1;1;3;1;1
503457;235;1;1;1;1063.36907950439;"11001";"1";"Cabecera";2;1;2;1;1
503458;235;1;1;1;996.733315652257;"11001";"1";"Cabecera";2;1;2;2;1
503460;235;1;1;1;880.477375118372;"11001";"1";"Cabecera";2;1;2;2;1
503461;235;1;1;1;968.733722295278;"11001";"1";"Cabecera";2;1;2;2;1
503462;235;1;1;1;1067.13154931825;"11001";"1";"Cabecera";2;1;2;1;1
503463;235;1;1;1;1076.83008620912;"11001";"1";"Cabecera";1;1;2;1;1
503464;235;1;1;1;972.496192109141;"11001";"1";"Cabecera";2;1;2;1;1
503466;235;1;1;1;843.100410735074;"11001";"1";"Cabecera";2;1;2;1;1
503467;235;1;1;1;1061.41063569076;"11001";"1";"Cabecera";2;1;2;1;1
503468;235;1;1;1;990.168573558135;"11001";"1";"Cabecera";2;1;3;2;1
503469;235;1;1;1;1059.28929119436;"11001";"1";"Cabecera";2;1;3;1;1
503470;235;1;1;1;996.733315652257;"11001";"1";"Cabecera";2;1;3;1;1
503471;235;1;1;1;818.852930540021;"11001";"1";"Cabecera";1;1;4;1;1
503472;235;1;1;1;1016.87337138397;"11001";"1";"Cabecera";2;1;3;2;1
503473;235;1;1;1;849.665152829196;"11001";"1";"Cabecera";1;1;2;1;1
503474;235;1;1;1;887.042117212494;"11001";"1";"Cabecera";2;1;2;1;1
503475;235;1;1;1;1026.94998011207;"11001";"1";"Cabecera";2;1;2;2;1
503476;235;1;1;1;983.213617740569;"11001";"1";"Cabecera";2;1;2;2;1
503477;235;1;1;1;1067.13154931825;"11001";"1";"Cabecera";2;1;4;2;1
503478;235;1;1;1;922.574944715023;"11001";"1";"Cabecera";1;1;2;1;1
503479;235;1;1;1;917.85433950167;"11001";"1";"Cabecera";2;1;3;1;1
503480;235;1;1;1;1006.4928762927;"11001";"1";"Cabecera";1;1;3;2;1
503481;235;1;1;1;966.516651192443;"11001";"1";"Cabecera";2;1;3;1;1
503482;235;1;1;1;1067.39017660745;"11001";"1";"Cabecera";2;1;2;2;1
503483;235;1;1;1;954.823810660147;"11001";"1";"Cabecera";2;1;2;2;1
503484;235;1;1;1;45.5145031501338;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503485;235;1;1;1;445.392267362095;"00000";"0";"Cabecera";1;1;2;3;1
503487;235;1;1;1;59.0839790899485;"00000";"0";"Centro poblado y rur";1;1;1;1;1
503489;235;1;1;1;528.767667345222;"00000";"0";"Cabecera";2;1;2;3;1
503490;235;1;1;1;445.392267362095;"00000";"0";"Cabecera";3;1;2;3;1
503491;235;1;1;1;39.5617083061907;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503492;235;1;1;1;35.2772818950185;"00000";"0";"Centro poblado y rur";1;1;1;3;1
503493;235;1;1;1;429.290973739271;"00000";"0";"Cabecera";2;1;2;3;1
503496;235;1;1;1;58.1326721778212;"00000";"0";"Centro poblado y rur";1;1;1;3;1
503502;235;1;1;1;53.0175128953247;"00000";"0";"Centro poblado y rur";1;1;1;1;1
503510;235;1;1;1;543.430676236638;"00000";"0";"Cabecera";3;1;2;2;1
503511;235;1;1;1;693.395654556372;"00000";"1";"Cabecera";1;1;2;1;1
503512;235;1;1;1;637.689047074116;"00000";"1";"Cabecera";2;1;3;2;1
503513;235;1;1;1;393.418214472345;"00000";"1";"Cabecera";1;1;3;1;1
503514;235;1;1;1;790.81783433304;"00000";"1";"Cabecera";1;1;3;2;1
503515;235;1;1;1;637.689047074116;"00000";"1";"Cabecera";1;1;3;2;1
503516;235;1;1;1;723.698660308233;"00000";"1";"Cabecera";1;1;3;1;1
503517;235;1;1;1;940.72882853754;"00000";"1";"Cabecera";1;1;1;1;1
503518;235;1;1;1;485.16384180791;"00000";"1";"Cabecera";1;1;1;1;1
503519;235;1;1;1;1168.87732291839;"00000";"1";"Cabecera";1;1;1;1;1
503520;235;1;1;1;590.52624157832;"00000";"1";"Cabecera";1;1;1;3;1
503521;235;1;1;1;637.144245818164;"00000";"1";"Cabecera";1;1;1;1;1
503522;235;1;1;1;256.282433520544;"00000";"1";"Cabecera";1;1;3;2;1
503523;235;1;1;1;29.9443777469154;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503524;235;1;1;1;437.027399481137;"00000";"1";"Cabecera";1;1;3;2;1
503526;235;1;1;1;58.6726982326076;"00000";"0";"Centro poblado y rur";1;1;1;2;1
503527;235;1;1;1;45.5436771888454;"00000";"0";"Centro poblado y rur";1;1;1;2;1
503528;235;1;1;1;32.4249906757183;"00000";"0";"Centro poblado y rur";1;1;2;3;1
503529;235;1;1;1;63.0392390091454;"00000";"0";"Centro poblado y rur";1;1;2;3;1
503530;235;1;1;1;56.8200500074303;"00000";"0";"Centro poblado y rur";1;1;1;2;1
503531;235;1;1;1;66.6696876095793;"00000";"0";"Centro poblado y rur";1;1;1;2;1
503532;235;1;1;1;57.3709807440932;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503533;235;1;1;1;47.4340807726574;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503534;235;1;1;1;62.7850885143417;"00000";"0";"Centro poblado y rur";1;1;2;2;1
503535;235;1;1;1;75.9786259246323;"00000";"0";"Centro poblado y rur";1;2;;1;1
503536;235;1;1;1;69.9963949920454;"00000";"0";"Centro poblado y rur";1;1;2;3;1
503537;235;1;1;1;66.5948397596586;"00000";"0";"Centro poblado y rur";1;1;1;2;1
503538;235;1;1;1;70.6243566484281;"00000";"0";"Centro poblado y rur";1;1;2;2;1
503539;235;1;1;1;51.6235019741113;"00000";"0";"Centro poblado y rur";1;1;1;1;1
503540;235;1;1;1;46.1404021012572;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503541;235;1;1;1;90.9327712845041;"00000";"0";"Centro poblado y rur";1;1;1;1;1
503542;235;1;1;1;46.1404021012572;"00000";"0";"Centro poblado y rur";1;1;1;1;1
503543;235;1;1;1;45.3481502031107;"00000";"0";"Centro poblado y rur";2;1;2;1;1
503544;235;1;1;1;58.8465066723748;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503545;235;1;1;1;43.5644910332962;"00000";"0";"Centro poblado y rur";1;1;2;1;1
503546;235;1;1;1;56.8200500074303;"00000";"0";"Centro poblado y rur";1;1;1;3;1
503548;235;1;1;1;70.5460261004796;"50001";"1";"Cabecera";2;1;3;1;1
503549;235;1;1;1;91.478253324352;"50001";"1";"Cabecera";1;1;4;2;1
503550;235;1;1;1;64.915802888693;"50001";"1";"Cabecera";2;1;3;2;1
503551;235;1;1;1;59.466185711213;"50001";"1";"Cabecera";1;1;3;1;1
503553;235;1;1;1;66.5893637045441;"50001";"1";"Cabecera";1;1;2;1;1
503554;235;1;1;1;54.3516288657396;"50001";"1";"Cabecera";1;1;3;2;1
503555;235;1;1;1;60.6243392879475;"50001";"1";"Cabecera";2;1;3;2;1
503556;235;1;1;1;74.1657537923191;"50001";"1";"Cabecera";2;1;3;2;1
503558;235;1;1;1;67.6908942563987;"50001";"1";"Cabecera";2;1;3;2;1
503559;235;1;1;1;65.8724512152427;"50001";"1";"Cabecera";1;1;2;2;1
503560;235;1;1;1;67.6958155849722;"50001";"1";"Cabecera";3;1;3;2;1
503562;235;1;1;1;64.7616486153342;"50001";"1";"Cabecera";2;1;3;1;1
503563;235;1;1;1;67.0598534904618;"50001";"1";"Cabecera";3;1;3;2;1
503564;235;1;1;1;58.8431505886961;"50001";"1";"Cabecera";1;1;3;1;1
503565;235;1;1;1;75.955591998518;"50001";"1";"Cabecera";3;1;3;2;1
503566;235;1;1;1;60.202550288419;"50001";"1";"Cabecera";1;1;3;2;1
503567;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";3;1;3;2;1
503568;235;1;1;1;59.3520827172958;"50001";"1";"Cabecera";1;1;3;1;1
503569;235;1;1;1;71.5937214567418;"50001";"1";"Cabecera";2;1;3;1;1
503572;235;1;1;1;64.1592126843544;"50001";"1";"Cabecera";1;1;3;2;1
503573;235;1;1;1;64.1592126843544;"50001";"1";"Cabecera";3;1;3;2;1
503574;235;1;1;1;55.8172093208889;"50001";"1";"Cabecera";1;1;3;2;1
503575;235;1;1;1;67.8536980367051;"50001";"1";"Cabecera";2;1;3;2;1
503576;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";3;1;3;2;1
503577;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";3;1;3;2;1
503578;235;1;1;1;68.247255765681;"50001";"1";"Cabecera";3;1;3;2;1
503579;235;1;1;1;68.6868879163544;"50001";"1";"Cabecera";1;1;3;1;1
503580;235;1;1;1;62.4834774720727;"50001";"1";"Cabecera";3;1;3;2;1
503581;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";3;1;3;2;1
503583;235;1;1;1;64.1592126843544;"50001";"1";"Cabecera";1;1;3;1;1
503584;235;1;1;1;62.4834774720727;"50001";"1";"Cabecera";1;1;3;4;1
503586;235;1;1;1;75.6085606595006;"50001";"1";"Cabecera";1;1;3;2;1
503587;235;1;1;1;74.9595983385623;"50001";"1";"Cabecera";5;1;8;1;1
503588;235;1;1;1;78.6085747288865;"50001";"1";"Cabecera";1;1;3;1;1
503589;235;1;1;1;62.4834774720727;"50001";"1";"Cabecera";2;1;3;1;1
503590;235;1;1;1;64.1592126843544;"50001";"1";"Cabecera";1;1;1;2;1
503591;235;1;1;1;63.4401257986223;"50001";"1";"Cabecera";2;1;3;2;1
503593;235;1;1;1;62.4834774720727;"50001";"1";"Cabecera";2;1;3;2;1
503594;235;1;1;1;60.3087310438454;"50001";"1";"Cabecera";2;1;3;1;1
503595;235;1;1;1;59.3520827172958;"50001";"1";"Cabecera";3;1;3;1;1
503596;235;1;1;1;75.7534428848056;"50001";"1";"Cabecera";2;1;5;1;1
503597;235;1;1;1;63.7656549553785;"50001";"1";"Cabecera";2;1;3;2;1
503598;235;1;1;1;74.1657537923191;"50001";"1";"Cabecera";2;1;3;2;1
503599;235;1;1;1;65.5124196497973;"50001";"1";"Cabecera";2;1;3;2;1
503600;235;1;1;1;72.3531419981524;"50001";"1";"Cabecera";1;1;3;1;1
503602;235;1;1;1;64.1592126843544;"50001";"1";"Cabecera";2;1;3;4;1
503603;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";2;1;3;2;1
503604;235;1;1;1;54.8261369895066;"50001";"1";"Cabecera";1;1;3;1;1
503605;235;1;1;1;150.706312135076;"50001";"1";"Cabecera";1;1;3;1;1
503606;235;1;1;1;63.4401257986223;"50001";"1";"Cabecera";2;1;2;2;1
503607;235;1;1;1;74.5316166047538;"50001";"1";"Cabecera";1;1;3;2;1
503608;235;1;1;1;62.2527235234032;"50001";"1";"Cabecera";1;1;3;1;1
503609;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";3;1;2;2;1
503610;235;1;1;1;57.7711227131007;"50001";"1";"Cabecera";2;1;2;1;1
503611;235;1;1;1;67.4146313457026;"50001";"1";"Cabecera";1;1;3;2;1
503612;235;1;1;1;72.7811237319609;"50001";"1";"Cabecera";2;1;3;2;1
503613;235;1;1;1;74.9595983385623;"50001";"1";"Cabecera";2;1;3;1;1
503614;235;1;1;1;59.7117527954505;"50001";"1";"Cabecera";1;1;8;1;1
503615;235;1;1;1;66.1032051639122;"50001";"1";"Cabecera";2;1;4;2;1
503616;235;1;1;1;61.974545343473;"50001";"1";"Cabecera";2;1;4;2;1
503617;235;1;1;1;73.5749682782042;"50001";"1";"Cabecera";1;1;4;2;1
503618;235;1;1;1;61.2960751968535;"50001";"1";"Cabecera";1;1;4;1;1
503619;235;1;1;1;67.3022578559962;"50001";"1";"Cabecera";1;1;8;1;1
503620;235;1;1;1;60.3087310438454;"50001";"1";"Cabecera";1;1;4;1;1
503621;235;1;1;1;61.7437913948035;"50001";"1";"Cabecera";1;1;8;3;1
503622;235;1;1;1;69.0804456453303;"50001";"1";"Cabecera";1;1;8;2;1
503623;235;1;1;1;63.3339450431959;"50001";"1";"Cabecera";2;1;1;2;1
503624;235;1;1;1;62.4834774720727;"50001";"1";"Cabecera";2;1;5;1;1
503625;235;1;1;1;75.955591998518;"50001";"1";"Cabecera";2;1;5;1;1
503626;235;1;1;1;60.399778073558;"50001";"1";"Cabecera";2;1;5;2;1
503628;235;1;1;1;70.5460261004796;"50001";"1";"Cabecera";1;1;3;1;1
503631;235;1;1;1;58.6902677210439;"50001";"1";"Cabecera";1;1;3;2;1
503632;235;1;1;1;59.3520827172958;"50001";"1";"Cabecera";1;1;3;1;1
503634;235;1;1;1;66.8970497101555;"50001";"1";"Cabecera";2;1;3;2;1
503635;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";2;1;4;2;1
503636;235;1;1;1;75.3051521189352;"50001";"1";"Cabecera";2;1;3;2;1
503637;235;1;1;1;59.3520827172958;"50001";"1";"Cabecera";1;1;4;1;1
503638;235;1;1;1;61.0178970169234;"50001";"1";"Cabecera";3;1;3;2;1
503639;235;1;1;1;66.1032051639122;"50001";"1";"Cabecera";3;1;3;2;1
503640;235;1;1;1;70.0370939718799;"50001";"1";"Cabecera";1;1;3;2;1
503641;235;1;1;1;62.4834774720727;"50001";"1";"Cabecera";3;1;3;2;1
503642;235;1;1;1;59.8304947417043;"50001";"1";"Cabecera";2;1;3;2;1
503643;235;1;1;1;75.3531560675382;"50001";"1";"Cabecera";3;1;3;2;1
503644;235;1;1;1;62.9718104091353;"50001";"1";"Cabecera";1;1;3;2;1
503645;235;1;1;1;66.1032051639122;"50001";"1";"Cabecera";3;1;3;2;1
503646;235;1;1;1;69.0903665579844;"50001";"1";"Cabecera";1;1;3;1;1
503647;235;1;1;1;59.8404156543584;"50001";"1";"Cabecera";1;1;3;1;1
503648;235;1;1;1;638.199467671099;"00000";"1";"Cabecera";2;1;3;1;1
503649;235;1;1;1;472.194523621235;"00000";"1";"Cabecera";1;1;1;4;1
503650;235;1;1;1;617.284358362694;"00000";"1";"Cabecera";1;1;1;4;1
503651;235;1;1;1;471.916732287865;"00000";"1";"Cabecera";1;1;1;4;1
503653;235;1;1;1;726.183537234863;"00000";"1";"Cabecera";1;1;2;4;1
503654;235;1;1;1;658.619738948366;"00000";"1";"Cabecera";1;1;1;4;1
503655;235;1;1;1;617.284358362694;"00000";"1";"Cabecera";2;1;3;2;1
503656;235;1;1;1;552.862277616157;"00000";"1";"Cabecera";2;1;3;2;1
503658;235;1;1;1;628.334201539719;"00000";"1";"Cabecera";2;1;3;2;1
503660;235;1;1;1;762.374193104153;"00000";"1";"Cabecera";2;1;3;1;1
503661;235;1;1;1;762.374193104153;"00000";"1";"Cabecera";2;1;3;2;1
503662;235;1;1;1;658.619738948366;"00000";"1";"Cabecera";2;1;3;2;1
503663;235;1;1;1;617.006567029324;"00000";"1";"Cabecera";2;1;2;2;1
503664;235;1;1;1;658.619738948366;"00000";"1";"Cabecera";2;1;2;2;1
503665;235;1;1;1;522.90033230715;"00000";"1";"Cabecera";1;1;2;1;1
503666;235;1;1;1;586.938076318443;"00000";"1";"Cabecera";2;1;2;1;1
503667;235;1;1;1;1006.99277861754;"00000";"1";"Cabecera";2;1;3;2;1
503668;235;1;1;1;741.846082786451;"00000";"1";"Cabecera";2;1;2;2;1
503669;235;1;1;1;628.334201539719;"00000";"1";"Cabecera";2;1;2;1;1
503670;235;1;1;1;700.232910867409;"00000";"1";"Cabecera";2;1;3;2;1
503671;235;1;1;1;396.939646395439;"00000";"1";"Cabecera";1;1;2;1;1
503672;235;1;1;1;688.581684257373;"00000";"1";"Cabecera";2;1;2;2;1
503673;235;1;1;1;732.027911059902;"00000";"1";"Cabecera";2;1;2;2;1
503674;235;1;1;1;593.096868514907;"00000";"1";"Cabecera";1;1;2;1;3
503675;235;1;1;1;820.506818654804;"00000";"1";"Cabecera";1;1;2;1;1
503676;235;1;1;1;386.712018140589;"00000";"1";"Cabecera";1;1;2;1;1
503677;235;1;1;1;617.284358362694;"00000";"1";"Cabecera";1;1;2;1;1
503678;235;1;1;1;534.227966817545;"00000";"1";"Cabecera";2;1;2;1;1
503679;235;1;1;1;860.223528799297;"00000";"1";"Cabecera";1;1;2;1;1
503680;235;1;1;1;724.50412215808;"00000";"1";"Cabecera";2;1;2;1;1
503681;235;1;1;1;386.712018140589;"00000";"1";"Cabecera";1;1;2;1;1
503682;235;1;1;1;730.194856176416;"00000";"1";"Cabecera";2;1;2;2;1
